tax_sp_level,N,N_human_impacted,N_mines,N_impacted_total,AOO_all,AOO_left,nbe_occ_protected_area,AOO_without_impact,AOO_decline,Category_code_CA
Chascanum gillettii,3,0,0,0,12,0,0,12,0,LC or NT
Chascanum glandulosum,1,0,0,0,4,0,0,4,0,LC or NT
Chascanum hederaceum,3,1,0,1,12,4,0,8,33.33333333333333,VU
Chascanum hildebrandtii,7,1,1,2,28,8,0,20,28.57142857142857,LC or NT
Chascanum laetum,15,12,0,10,60,40,2,20,66.66666666666666,EN
Chascanum marrubiifolium,13,1,0,0,48,0,2,48,0,LC or NT
Chascanum mixtum,1,0,0,0,4,0,0,4,0,LC or NT
Chascanum moldenkei,1,1,0,1,4,4,0,0,100,CR
Chascanum obovatum,3,0,0,0,12,0,1,12,0,LC or NT
Chascanum pinnatifidum,11,1,0,1,36,4,0,32,11.11111111111111,LC or NT
Chascanum rariflorum,3,1,0,1,12,4,0,8,33.33333333333333,VU
Chascanum schlechteri,2,0,0,0,8,0,0,8,0,LC or NT
Chascanum sessilifolium,3,0,0,0,12,0,0,12,0,LC or NT
Chascanum sulcatum,1,0,0,0,4,0,0,4,0,LC or NT
Chasmanthe aethiopica,1,1,0,1,4,4,0,0,100,CR
Chasmanthera dependens,43,15,2,16,148,52,8,96,35.13513513513514,VU
Chasmanthera welwitschii,11,1,0,1,44,4,0,40,9.090909090909092,LC or NT
Chasmopodium afzelii,3,0,0,0,8,0,0,8,0,LC or NT
Chasmopodium caudatum,42,13,1,9,148,20,8,128,13.513513513513514,LC or NT
Chassalia afzelii,141,102,23,82,424,260,43,164,61.32075471698113,EN
Chassalia albiflora,50,0,1,1,124,4,26,120,3.225806451612903,LC or NT
Chassalia ansellii,1,0,0,0,4,0,0,4,0,LC or NT
Chassalia bicostata,10,6,0,6,40,24,1,16,60,EN
Chassalia bipindensis,59,11,4,15,152,36,2,116,23.684210526315788,LC or NT
Chassalia bonifacei,2,0,0,0,8,0,2,8,0,LC or NT
Chassalia breynei,2,0,0,0,8,0,0,8,0,LC or NT
Chassalia buchwaldii,1,0,0,0,4,0,0,4,0,LC or NT
Chassalia carvalhoi,10,0,0,0,36,0,5,36,0,LC or NT
Chassalia christineae,2,0,0,0,8,0,2,8,0,LC or NT
Chassalia chrysoclada,32,1,1,2,124,8,6,116,6.451612903225806,LC or NT
Chassalia colorata,1,0,0,0,4,0,0,4,0,LC or NT
Chassalia corallifera,125,47,8,39,388,132,21,256,34.02061855670103,VU
Chassalia corallioides,18,11,0,1,28,4,11,24,14.285714285714285,LC or NT
Chassalia cristata,304,46,2,36,844,108,39,736,12.796208530805686,LC or NT
Chassalia cupularis,13,2,0,1,40,4,9,36,10,LC or NT
Chassalia dictyophylla,5,0,0,0,20,0,1,20,0,LC or NT
Chassalia discolor,103,3,2,4,288,12,46,276,4.166666666666666,LC or NT
Chassalia doniana,8,0,0,0,24,0,2,24,0,LC or NT
Chassalia eickii,2,0,0,0,4,0,0,4,0,LC or NT
Chassalia elongata,14,8,0,7,52,24,3,28,46.15384615384615,VU
Chassalia etugeana,1,0,0,0,4,0,0,4,0,LC or NT
Chassalia euchlora,2,0,0,0,8,0,1,8,0,LC or NT
Chassalia halleana,1,1,0,1,4,4,0,0,100,CR
Chassalia hallii,13,9,0,9,44,32,2,12,72.72727272727273,EN
Chassalia hiernii,4,0,0,0,12,0,3,12,0,LC or NT
Chassalia inflata,17,0,0,0,64,0,0,64,0,LC or NT
Chassalia ischnophylla,65,8,1,7,224,28,19,196,12.5,LC or NT
Chassalia kenyensis,23,2,0,1,72,4,14,68,5.555555555555555,LC or NT
Chassalia kisimbae,1,0,0,0,4,0,0,4,0,LC or NT
Chassalia kolly,162,93,16,61,528,200,52,328,37.878787878787875,VU
Chassalia laikomensis,49,0,0,0,128,0,4,128,0,LC or NT
Chassalia laxiflora,16,11,2,11,64,44,4,20,68.75,EN
Chassalia longiloba,3,0,0,0,8,0,0,8,0,LC or NT
Chassalia lukwangulensis,1,0,0,0,4,0,0,4,0,LC or NT
Chassalia lutescens,47,1,0,1,140,4,11,136,2.857142857142857,LC or NT
Chassalia macrodiscus,34,3,1,4,128,16,5,112,12.5,LC or NT
Chassalia magnificens,7,1,1,2,28,8,0,20,28.57142857142857,LC or NT
Chassalia manningii,5,0,0,0,20,0,1,20,0,LC or NT
Chassalia ndjoleensis,1,0,0,0,4,0,0,4,0,LC or NT
Chassalia nguemae,3,0,0,0,12,0,1,12,0,LC or NT
Chassalia parvifolia,171,10,0,8,500,28,67,472,5.6000000000000005,LC or NT
Chassalia pauwelsii,7,1,0,1,28,4,0,24,14.285714285714285,LC or NT
Chassalia petitiana,20,0,0,0,64,0,6,64,0,LC or NT
Chassalia pleuroneura,53,4,0,3,188,4,11,184,2.127659574468085,LC or NT
Chassalia pteropetala,32,2,0,2,108,8,6,100,7.4074074074074066,LC or NT
Chassalia simplex,11,1,0,1,32,4,2,28,12.5,LC or NT
Chassalia sosefii,51,1,2,3,168,12,2,156,7.142857142857142,LC or NT
Chassalia subcordatifolia,14,2,0,2,48,8,0,40,16.666666666666664,LC or NT
Chassalia subherbacea,33,15,3,5,108,20,17,88,18.51851851851852,LC or NT
Chassalia subnuda,22,3,1,4,80,16,2,64,20,LC or NT
Chassalia subochreata,64,9,1,9,212,36,19,176,16.9811320754717,LC or NT
Chassalia subspicata,24,1,0,1,76,4,2,72,5.263157894736842,LC or NT
Chassalia tchibangensis,36,0,0,0,128,0,3,128,0,LC or NT
Chassalia ugandensis,7,1,1,2,28,8,0,20,28.57142857142857,LC or NT
Chassalia umbraticola,164,6,10,10,472,36,40,436,7.627118644067797,LC or NT
Chassalia vanderystii,39,0,1,1,108,4,6,104,3.7037037037037033,LC or NT
Chassalia violacea,28,1,2,2,72,8,28,64,11.11111111111111,LC or NT
Chassalia zenkeri,88,15,4,19,244,44,8,200,18.0327868852459,LC or NT
Chassalia zimmermannii,41,0,0,0,124,0,10,124,0,LC or NT
Chauliodon deflexicalcaratum,7,1,0,0,24,0,1,24,0,LC or NT
Chazaliella abrupta,94,4,3,6,324,24,33,300,7.4074074074074066,LC or NT
Chazaliella amplexicaulis,16,0,0,0,60,0,2,60,0,LC or NT
Chazaliella andeliae,27,4,2,6,100,20,6,80,20,LC or NT
Chazaliella auriculata,1,0,0,0,4,0,0,4,0,LC or NT
Chazaliella bialata,5,1,0,1,20,4,0,16,20,LC or NT
Chazaliella cameroonensis,104,23,4,14,340,48,33,292,14.117647058823529,LC or NT
Chazaliella coffeosperma,54,5,1,6,180,24,5,156,13.333333333333334,LC or NT
Chazaliella cupulicalyx,7,6,0,6,24,20,0,4,83.33333333333334,CR
Chazaliella domatiicola,64,9,2,8,204,28,9,176,13.725490196078432,LC or NT
Chazaliella eriocephala,10,0,0,0,40,0,0,40,0,LC or NT
Chazaliella gossweileri,6,0,0,0,16,0,0,16,0,LC or NT
Chazaliella halleana,11,2,0,2,40,8,1,32,20,LC or NT
Chazaliella insidens,52,8,0,5,160,20,15,140,12.5,LC or NT
Chazaliella laxa,10,0,0,0,32,0,1,32,0,LC or NT
Chazaliella longistylis,17,4,1,5,52,20,0,32,38.46153846153847,VU
Chazaliella lophoclada,19,8,12,10,72,40,8,32,55.55555555555556,EN
Chazaliella louisii,7,1,0,1,24,4,0,20,16.666666666666664,LC or NT
Chazaliella macrocarpa,119,34,7,28,332,52,24,280,15.66265060240964,LC or NT
Chazaliella obanensis,47,0,0,0,80,0,2,80,0,LC or NT
Chazaliella obovoidea,72,7,0,7,180,28,6,152,15.555555555555555,LC or NT
Chazaliella oddonii,122,27,2,15,336,52,23,284,15.476190476190476,LC or NT
Chazaliella oligocarpa,18,1,0,1,64,4,1,60,6.25,LC or NT
Chazaliella parviflora,8,1,0,1,32,4,1,28,12.5,LC or NT
Chazaliella ramisulca,14,0,0,0,20,0,1,20,0,LC or NT
Chazaliella rhytidophloea,38,1,0,1,120,4,2,116,3.3333333333333335,LC or NT
Chazaliella rotundifolia,3,0,0,0,8,0,2,8,0,LC or NT
Chazaliella sciadephora,213,64,14,48,656,148,52,508,22.5609756097561,LC or NT
Chazaliella sclerophylla,31,2,0,2,108,8,7,100,7.4074074074074066,LC or NT
Chazaliella subsessilifolia,51,3,0,3,184,12,7,172,6.521739130434782,LC or NT
Chazaliella tomentella,2,0,0,0,4,0,2,4,0,LC or NT
Chazaliella trigonopyren,1,0,0,0,4,0,0,4,0,LC or NT
Chazaliella verdcourtiana,5,0,0,0,20,0,0,20,0,LC or NT
Chazaliella viridicalyx,15,0,1,1,56,4,1,52,7.142857142857142,LC or NT
Chazaliella wildemaniana,17,0,0,0,44,0,2,44,0,LC or NT
Cheilanthes inaequalis,10,1,0,1,36,4,1,32,11.11111111111111,LC or NT
Cheilanthes involuta,2,1,1,2,8,8,0,0,100,CR
Cheilanthes multifida,3,0,0,0,12,0,2,12,0,LC or NT
Cheilanthes viridis,33,4,3,7,120,24,6,96,20,LC or NT
Cheiridopsis rostrata,1,0,0,0,4,0,0,4,0,LC or NT
Cheirostylis divina,16,3,3,3,52,12,7,40,23.076923076923077,LC or NT
Cheirostylis lepida,14,0,0,0,48,0,9,48,0,LC or NT
Chenopodium album,18,NA,1,5,64,16,4,48,25,LC or NT
Chenopodium amboanum,1,1,0,1,4,4,0,0,100,CR
Chenopodium congolanum,1,0,0,0,4,0,1,4,0,LC or NT
Chenopodium fasciculosum,22,6,0,6,84,24,5,60,28.57142857142857,LC or NT
Chenopodium murale,14,NA,0,9,56,36,0,20,64.28571428571429,EN
Chenopodium opulifolium,25,4,2,6,100,24,4,76,24,LC or NT
Chenopodium petiolariforme,1,1,0,1,4,4,0,0,100,CR
Chenopodium procerum,17,9,0,8,68,32,2,36,47.05882352941176,VU
Chenopodium ugandae,4,1,0,1,16,4,1,12,25,LC or NT
Chenopodium vulvaria,4,0,0,0,16,0,0,16,0,LC or NT
Chevalierella dewildemanii,10,0,0,0,28,0,0,28,0,LC or NT
Chidlowia sanguinea,61,39,14,34,212,128,21,84,60.37735849056604,EN
Chiliocephalum schimperi,2,0,0,0,8,0,0,8,0,LC or NT
Chiliocephalum tegetum,3,3,0,3,12,12,0,0,100,CR
Chionanthus africanus,33,7,1,6,112,24,5,88,21.428571428571427,LC or NT
Chionanthus battiscombei,18,2,0,1,68,4,10,64,5.88235294117647,LC or NT
Chionanthus camptoneurus,4,2,0,2,12,4,0,8,33.33333333333333,VU
Chionanthus foveolatus,5,1,0,1,20,4,2,16,20,LC or NT
Chionanthus mannii,68,9,0,4,216,12,24,204,5.555555555555555,LC or NT
Chionanthus mildbraedii,33,6,0,6,116,24,8,92,20.689655172413794,LC or NT
Chionanthus niloticus,70,13,1,6,216,20,22,196,9.25925925925926,LC or NT
Chionanthus richardsiae,1,0,0,0,4,0,0,4,0,LC or NT
Chionothrix latifolia,9,2,0,2,36,8,0,28,22.22222222222222,LC or NT
Chironia baccifera,3,0,0,0,12,0,0,12,0,LC or NT
Chironia elgonensis,1,0,0,0,4,0,0,4,0,LC or NT
Chironia fernandesiana,1,0,0,0,4,0,0,4,0,LC or NT
Chironia flexuosa,2,1,0,1,8,4,0,4,50,EN
Chironia katangensis,28,12,2,14,80,24,4,56,30,VU
Chironia krebsii,2,0,0,0,8,0,2,8,0,LC or NT
Chironia laxiflora,8,1,0,1,32,4,3,28,12.5,LC or NT
Chironia melampyrifolia,1,0,0,0,4,0,0,4,0,LC or NT
Chironia palustris,3,0,0,0,12,0,0,12,0,LC or NT
Chironia purpurascens,2,1,0,1,8,4,0,4,50,EN
Chironia tetragona,2,0,0,0,8,0,0,8,0,LC or NT
Chironia transvaalensis,1,0,0,0,4,0,0,4,0,LC or NT
Chlamydocardia buettneri,35,6,2,7,120,24,6,96,20,LC or NT
Chlamydocardia subrhomboidea,3,0,0,0,8,0,0,8,0,LC or NT
Chlamydocarya anhydathoda,10,2,0,2,24,8,1,16,33.33333333333333,VU
Chlamydocarya macrocarpa,24,20,2,13,68,44,9,24,64.70588235294117,EN
Chlamydocarya soyauxii,8,2,0,2,28,8,1,20,28.57142857142857,LC or NT
Chlamydocarya thomsoniana,37,11,2,11,144,44,7,100,30.555555555555557,VU
Chlamydocola chlamydantha,83,34,3,15,224,56,42,168,25,LC or NT
Chlamydocola lastoursvillensis,9,0,1,1,32,4,0,28,12.5,LC or NT
Chlamydophytum aphyllum,3,0,0,0,12,0,0,12,0,LC or NT
Chloris amethystea,10,5,0,5,28,12,2,16,42.857142857142854,VU
Chloris barbata,11,2,1,2,40,8,0,32,20,LC or NT
Chloris gayana,49,18,0,15,180,56,6,124,31.11111111111111,VU
Chloris inflata,7,3,0,3,24,12,0,12,50,EN
Chloris lamproparia,6,6,0,5,24,20,1,4,83.33333333333334,CR
Chloris mensensis,3,1,0,1,12,4,0,8,33.33333333333333,VU
Chloris mossambicensis,8,0,1,1,32,4,0,28,12.5,LC or NT
Chloris pilosa,58,32,3,24,220,96,12,124,43.63636363636363,VU
Chloris pubescens,2,0,0,0,8,0,0,8,0,LC or NT
Chloris pycnothrix,82,30,3,22,284,80,14,204,28.169014084507044,LC or NT
Chloris robusta,27,9,1,5,104,20,10,84,19.230769230769234,LC or NT
Chloris roxburghiana,31,12,0,9,124,36,6,88,29.03225806451613,LC or NT
Chloris ruahensis,1,1,0,0,4,0,1,4,0,LC or NT
Chlorocalymma cryptacanthum,2,1,0,1,8,4,0,4,50,EN
Chlorophytum affine,26,10,0,9,92,24,6,68,26.08695652173913,LC or NT
Chlorophytum africanum,21,9,0,9,56,20,5,36,35.714285714285715,VU
Chlorophytum alismifolium,94,33,2,26,296,88,25,208,29.72972972972973,LC or NT
Chlorophytum altum,2,0,0,0,8,0,0,8,0,LC or NT
Chlorophytum amplexicaule,9,4,0,4,32,12,0,20,37.5,VU
Chlorophytum andongense,19,5,0,5,68,20,4,48,29.411764705882355,LC or NT
Chlorophytum angulicaule,2,1,0,1,8,4,0,4,50,EN
Chlorophytum angustissimum,10,1,0,0,28,0,3,28,0,LC or NT
Chlorophytum applanatum,1,0,0,0,4,0,0,4,0,LC or NT
Chlorophytum arcuatoramosum,9,0,0,0,36,0,1,36,0,LC or NT
Chlorophytum blepharophyllum,161,15,11,23,500,64,33,436,12.8,LC or NT
Chlorophytum bowkeri,1,0,0,0,4,0,0,4,0,LC or NT
Chlorophytum brachystachyum,19,6,3,7,72,28,3,44,38.88888888888889,VU
Chlorophytum burundiense,5,4,1,2,16,8,3,8,50,EN
Chlorophytum calyptrocarpum,15,10,0,10,32,16,0,16,50,EN
Chlorophytum cameronii,134,32,6,29,420,92,29,328,21.904761904761905,LC or NT
Chlorophytum clarae,11,1,0,1,40,4,0,36,10,LC or NT
Chlorophytum collinum,7,3,0,3,28,12,1,16,42.857142857142854,VU
Chlorophytum colubrinum,213,33,16,49,556,72,20,484,12.949640287769784,LC or NT
Chlorophytum comosum,52,2,0,2,180,8,21,172,4.444444444444445,LC or NT
Chlorophytum cooperi,3,2,0,1,12,4,1,8,33.33333333333333,VU
Chlorophytum cordifolium,8,0,0,0,12,0,0,12,0,LC or NT
Chlorophytum debile,2,0,0,0,8,0,0,8,0,LC or NT
Chlorophytum ducis-aprutii,5,5,0,5,20,20,0,0,100,CR
Chlorophytum fasciculatum,6,2,0,2,24,8,0,16,33.33333333333333,VU
Chlorophytum filipendulum,107,16,8,16,392,48,27,344,12.244897959183673,LC or NT
Chlorophytum fischeri,5,1,0,1,16,4,2,12,25,LC or NT
Chlorophytum floribundum,7,1,0,1,28,4,1,24,14.285714285714285,LC or NT
Chlorophytum gallabatense,68,23,2,25,212,68,9,144,32.075471698113205,VU
Chlorophytum galpinii,5,1,0,1,20,4,1,16,20,LC or NT
Chlorophytum geophilum,13,3,0,3,52,12,3,40,23.076923076923077,LC or NT
Chlorophytum goetzei,3,0,0,0,12,0,0,12,0,LC or NT
Chlorophytum heynei,7,0,0,0,16,0,5,16,0,LC or NT
Chlorophytum hirsutum,4,0,0,0,12,0,0,12,0,LC or NT
Chlorophytum holstii,17,0,0,0,60,0,3,60,0,LC or NT
Chlorophytum humifusum,4,2,0,2,16,8,0,8,50,EN
Chlorophytum hysteranthum,8,1,1,2,28,8,1,20,28.57142857142857,LC or NT
Chlorophytum immaculatum,1,0,0,0,4,0,0,4,0,LC or NT
Chlorophytum inornatum,26,14,1,12,100,48,9,52,48,VU
Chlorophytum katangense,3,2,0,2,12,8,1,4,66.66666666666666,EN
Chlorophytum krauseanum,1,0,0,0,4,0,0,4,0,LC or NT
Chlorophytum krookianum,2,1,0,1,8,4,0,4,50,EN
Chlorophytum lancifolium,62,24,1,8,200,32,27,168,16,LC or NT
Chlorophytum laxum,21,6,2,2,60,4,8,56,6.666666666666667,LC or NT
Chlorophytum leptoneurum,2,0,0,0,8,0,0,8,0,LC or NT
Chlorophytum limosum,28,14,2,12,104,40,4,64,38.46153846153847,VU
Chlorophytum littorale,1,0,0,0,4,0,0,4,0,LC or NT
Chlorophytum longifolium,9,2,0,2,32,8,1,24,25,LC or NT
Chlorophytum macrophyllum,54,11,1,10,200,36,10,164,18,LC or NT
Chlorophytum macrosporum,1,0,0,0,4,0,0,4,0,LC or NT
Chlorophytum micranthum,3,0,0,0,12,0,0,12,0,LC or NT
Chlorophytum minor,1,0,0,0,4,0,0,4,0,LC or NT
Chlorophytum nidulans,2,0,0,0,8,0,2,8,0,LC or NT
Chlorophytum nigericum,1,0,0,0,4,0,1,4,0,LC or NT
Chlorophytum nubicum,8,0,1,1,32,4,2,28,12.5,LC or NT
Chlorophytum nyasae,6,2,0,2,24,8,1,16,33.33333333333333,VU
Chlorophytum nzii,2,0,0,0,8,0,1,8,0,LC or NT
Chlorophytum orchidastrum,80,30,11,24,296,92,24,204,31.08108108108108,VU
Chlorophytum paucinervatum,1,0,0,0,4,0,0,4,0,LC or NT
Chlorophytum pauper,1,0,0,0,4,0,0,4,0,LC or NT
Chlorophytum perfoliatum,2,0,0,0,8,0,0,8,0,LC or NT
Chlorophytum petrophilum,10,1,0,1,36,4,6,32,11.11111111111111,LC or NT
Chlorophytum polyphyllum,1,1,1,1,4,4,0,0,100,CR
Chlorophytum polystachys,6,1,0,1,20,4,1,16,20,LC or NT
Chlorophytum pubiflorum,3,1,0,1,12,4,0,8,33.33333333333333,VU
Chlorophytum pubirachis,2,0,0,0,8,0,2,8,0,LC or NT
Chlorophytum pusillum,16,4,0,0,56,0,7,56,0,LC or NT
Chlorophytum pygmaeum,1,0,0,0,4,0,0,4,0,LC or NT
Chlorophytum ramosissimum,1,0,0,0,4,0,0,4,0,LC or NT
Chlorophytum recurvifolium,2,0,0,0,8,0,0,8,0,LC or NT
Chlorophytum rhizopendulum,2,2,0,2,4,4,0,0,100,CR
Chlorophytum ruahense,8,4,1,4,32,16,1,16,50,EN
Chlorophytum rubribracteatum,55,14,3,17,128,32,2,96,25,LC or NT
Chlorophytum saundersiae,1,1,0,1,4,4,0,0,100,CR
Chlorophytum senegalense,7,1,0,1,28,4,2,24,14.285714285714285,LC or NT
Chlorophytum silvaticum,6,2,0,1,24,4,4,20,16.666666666666664,LC or NT
Chlorophytum somaliense,4,0,0,0,16,0,1,16,0,LC or NT
Chlorophytum sparsiflorum,255,46,8,37,848,124,75,724,14.622641509433961,LC or NT
Chlorophytum sphacelatum,57,8,4,12,164,32,2,132,19.51219512195122,LC or NT
Chlorophytum sphagnicolum,8,3,0,3,24,8,0,16,33.33333333333333,VU
Chlorophytum staudtii,7,2,0,2,24,4,0,20,16.666666666666664,LC or NT
Chlorophytum stenopetalum,37,7,1,6,144,24,8,120,16.666666666666664,LC or NT
Chlorophytum stolzii,71,11,1,12,224,28,2,196,12.5,LC or NT
Chlorophytum subpetiolatum,171,41,10,44,520,144,24,376,27.692307692307693,LC or NT
Chlorophytum suffruticosum,1,0,0,0,4,0,0,4,0,LC or NT
Chlorophytum tenerrimum,13,0,5,3,52,12,4,40,23.076923076923077,LC or NT
Chlorophytum tetraphyllum,10,9,0,9,36,32,0,4,88.88888888888889,CR
Chlorophytum tuberosum,77,22,2,21,252,68,12,184,26.984126984126984,LC or NT
Chlorophytum undulatum,2,0,0,0,8,0,0,8,0,LC or NT
Chlorophytum vaginatum,1,0,0,0,4,0,0,4,0,LC or NT
Chlorophytum velutinum,13,0,3,1,40,4,2,36,10,LC or NT
Chlorophytum vestitum,32,9,1,10,108,28,2,80,25.925925925925924,LC or NT
Chlorophytum viridescens,3,1,0,1,12,4,0,8,33.33333333333333,VU
Chlorophytum warneckei,1,1,0,1,4,4,0,0,100,CR
Chlorophytum zavattarii,7,0,0,0,28,0,1,28,0,LC or NT
Chlorophytum zingiberastrum,14,4,0,4,28,4,5,24,14.285714285714285,LC or NT
Chondropetalum hookerianum,3,2,0,2,8,4,0,4,50,EN
Chondropetalum microcarpum,2,0,0,0,8,0,0,8,0,LC or NT
Chondropetalum nudum,1,0,0,0,4,0,0,4,0,LC or NT
Christiana africana,49,16,0,11,168,36,19,132,21.428571428571427,LC or NT
Chrozophora brocchiana,9,2,0,2,36,8,0,28,22.22222222222222,LC or NT
Chrozophora oblongifolia,10,0,0,0,40,0,0,40,0,LC or NT
Chrozophora plicata,8,1,0,1,32,4,1,28,12.5,LC or NT
Chrozophora senegalensis,15,6,0,6,56,20,0,36,35.714285714285715,VU
Chrysanthellum americanum,4,2,0,2,16,8,0,8,50,EN
Chrysanthellum indicum,70,30,2,28,268,108,7,160,40.298507462686565,VU
Chrysanthemoides incana,1,0,0,0,4,0,0,4,0,LC or NT
Chrysanthemoides monilifera,28,1,0,1,100,4,7,96,4,LC or NT
Chrysobalanus icaco,278,49,20,64,884,196,31,688,22.171945701357465,LC or NT
Chrysochloa hindsii,18,11,0,7,68,28,6,40,41.17647058823529,VU
Chrysochloa hubbardiana,3,0,1,1,12,4,0,8,33.33333333333333,VU
Chrysochloa orientalis,9,1,0,1,32,4,1,28,12.5,LC or NT
Chrysocoma ciliata,8,0,0,0,28,0,0,28,0,LC or NT
Chrysocoma coma-aurea,2,0,0,0,8,0,0,8,0,LC or NT
Chrysocoma hantamensis,1,0,0,0,4,0,0,4,0,LC or NT
Chrysocoma oblongifolia,2,0,0,0,8,0,0,8,0,LC or NT
Chrysocoma obtusata,1,0,0,0,4,0,0,4,0,LC or NT
Chrysophyllum bangweolense,34,7,1,8,104,20,3,84,19.230769230769234,LC or NT
Chrysophyllum calophyllum,1,0,0,0,4,0,1,4,0,LC or NT
Chrysophyllum lungii,6,0,0,0,12,0,0,12,0,LC or NT
Chrysophyllum viridifolium,9,4,0,4,32,12,0,20,37.5,VU
Chrysophyllum welwitschii,78,33,3,27,240,100,14,140,41.66666666666667,VU
Chrysopogon aucheri,16,5,0,5,64,20,0,44,31.25,VU
Chrysopogon fulvibarbis,15,13,0,11,52,40,2,12,76.92307692307693,EN
Chrysopogon montanus,1,0,1,1,4,4,0,0,100,CR
Chrysopogon nigritanus,71,18,0,15,244,60,20,184,24.59016393442623,LC or NT
Chrysopogon plumulosus,25,6,0,6,100,24,0,76,24,LC or NT
Chrysopogon serrulatus,1,1,0,1,4,4,0,0,100,CR
Chytranthus angustifolius,82,12,2,13,268,48,19,220,17.91044776119403,LC or NT
Chytranthus atroviolaceus,21,3,1,1,80,4,8,76,5,LC or NT
Chytranthus carneus,68,36,3,19,212,72,22,140,33.9622641509434,VU
Chytranthus cauliflorus,37,14,2,13,140,48,6,92,34.285714285714285,VU
Chytranthus edulis,32,0,0,0,112,0,7,112,0,LC or NT
Chytranthus ellipticus,1,1,0,0,4,0,1,4,0,LC or NT
Chytranthus gilletii,50,10,2,12,116,28,15,88,24.137931034482758,LC or NT
Chytranthus imenoensis,1,0,0,0,4,0,0,4,0,LC or NT
Chytranthus klaineanus,17,3,0,3,60,12,3,48,20,LC or NT
Chytranthus longibracteatus,1,0,0,0,4,0,0,4,0,LC or NT
Chytranthus macrobotrys,92,30,4,11,272,44,46,228,16.176470588235293,LC or NT
Chytranthus macrophyllus,9,1,0,1,36,4,2,32,11.11111111111111,LC or NT
Chytranthus mannii,5,1,0,1,20,4,0,16,20,LC or NT
Chytranthus micranthus,4,0,0,0,12,0,2,12,0,LC or NT
Chytranthus mortehanii,18,6,1,3,60,12,9,48,20,LC or NT
Chytranthus obliquinervis,25,0,6,6,96,20,6,76,20.833333333333336,LC or NT
Chytranthus prieureanus,22,2,2,3,80,12,7,68,15,LC or NT
Chytranthus setosus,23,5,1,5,80,16,7,64,20,LC or NT
Chytranthus stenophyllus,11,3,0,3,28,8,0,20,28.57142857142857,LC or NT
Chytranthus talbotii,76,7,4,11,240,32,16,208,13.333333333333334,LC or NT
Chytranthus verecundus,2,1,0,1,8,4,0,4,50,EN
Cibirhiza spiculata,1,0,0,0,4,0,0,4,0,LC or NT
Cicer cuneatum,3,3,0,3,12,12,0,0,100,CR
Cichorium endivia,1,1,0,1,4,4,0,0,100,CR
Cienfuegosia digitata,12,5,1,6,40,24,0,16,60,EN
Cienfuegosia gerrardii,1,0,0,0,4,0,1,4,0,LC or NT
Cienfuegosia heteroclada,5,1,0,1,20,4,0,16,20,LC or NT
Cienfuegosia hildebrandtii,11,0,0,0,40,0,0,40,0,LC or NT
Cienfuegosia somaliana,2,1,0,1,8,4,0,4,50,EN
Cienfuegosia welshii,2,0,0,0,8,0,0,8,0,LC or NT
Cincinnobotrys acaulis,15,0,0,0,48,0,5,48,0,LC or NT
Cincinnobotrys felicis,1,0,1,1,4,4,0,0,100,CR
Cincinnobotrys letouzeyi,1,0,0,0,4,0,0,4,0,LC or NT
Cincinnobotrys oreophila,29,5,0,5,100,16,28,84,16,LC or NT
Cincinnobotrys pauwelsiana,2,0,0,0,4,0,0,4,0,LC or NT
Cincinnobotrys pulchella,2,0,0,0,8,0,1,8,0,LC or NT
Cincinnobotrys speciosa,13,2,0,2,40,8,6,32,20,LC or NT
Cineraria abyssinica,4,4,0,3,16,12,1,4,75,EN
Cineraria alchemilloides,4,0,0,0,16,0,0,16,0,LC or NT
Cineraria canescens,2,0,0,0,8,0,0,8,0,LC or NT
Cineraria deltoidea,40,12,0,10,140,36,21,104,25.71428571428571,LC or NT
Cineraria erodioides,8,2,0,2,28,8,3,20,28.57142857142857,LC or NT
Cineraria geraniifolia,1,1,0,1,4,4,0,0,100,CR
Cineraria lobata,12,2,0,2,40,8,0,32,20,LC or NT
Cineraria lyrata,1,0,0,0,4,0,0,4,0,LC or NT
Cineraria lyratiformis,1,0,0,0,4,0,1,4,0,LC or NT
Cineraria magnicephala,1,0,0,0,4,0,0,4,0,LC or NT
Cineraria mollis,1,0,0,0,4,0,1,4,0,LC or NT
Cineraria pinnata,1,0,0,0,4,0,0,4,0,LC or NT
Cineraria pulchra,2,0,0,0,8,0,0,8,0,LC or NT
Cirsium buchwaldii,7,1,0,1,24,4,0,20,16.666666666666664,LC or NT
Cirsium dender,5,2,0,2,20,8,0,12,40,VU
Cirsium englerianum,5,1,0,1,20,4,0,16,20,LC or NT
Cirsium schimperi,10,9,0,8,40,32,2,8,80,CR
Cirsium straminispinum,2,2,0,1,8,4,1,4,50,EN
Cirsium vulgare,9,9,0,8,28,24,1,4,85.71428571428571,CR
Cissampelos hirta,5,1,0,1,16,4,0,12,25,LC or NT
Cissampelos mucronata,84,28,1,28,304,112,12,192,36.84210526315789,VU
Cissampelos nigrescens,14,0,3,2,56,8,3,48,14.285714285714285,LC or NT
Cissampelos owariensis,110,33,1,31,380,108,15,272,28.421052631578945,LC or NT
Cissampelos pareira,45,26,4,28,144,92,6,52,63.888888888888886,EN
Cissampelos rigidifolia,2,0,0,0,8,0,0,8,0,LC or NT
Cissampelos tenuipes,34,2,0,2,88,4,0,84,4.545454545454546,LC or NT
Cissampelos torulosa,17,0,0,0,60,0,9,60,0,LC or NT
